,id_student,code_module,code_presentation,score_CMA,score_Exam,score_TMA,valid_submission,late_submission,weighted_score,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_clickSum,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,final_result
1665,1721891,3,1,0,53,50.4,7,0,103.4,1,8,2,9,1,0,5,0,450,0,0,8,0,74,0,95,0,2,45,0,54,0,0,0,0,54,0,106,12,0
1666,1723019,3,1,0,38,56.15,6,0,94.15,0,8,1,5,1,0,17,0,717,0,0,8,0,221,0,157,0,3,29,0,118,0,0,0,0,26,0,146,9,0
1668,1756165,3,1,0,53,52.425,6,1,105.425,0,4,1,2,0,0,5,0,3421,0,0,32,0,897,16,838,0,38,188,0,162,0,0,0,0,265,0,930,55,1
1669,1766513,3,1,0,62,77.25,7,0,139.25,1,7,2,7,1,1,5,0,933,0,0,23,0,136,51,215,0,29,55,0,77,0,0,0,0,93,0,243,11,1
1670,1777511,3,1,0,62,63.95,5,2,125.95,1,9,0,3,1,0,5,0,1505,0,0,31,0,185,0,360,0,58,191,0,128,0,0,0,0,83,0,419,50,1
1673,1819994,3,1,0,93,89.525,7,0,182.525,1,8,1,6,2,1,17,0,2445,0,0,18,0,1083,13,672,0,10,100,0,180,0,0,0,0,73,0,293,3,1
1674,1835411,3,1,0,87,89.1,7,0,176.1,1,6,1,8,2,0,5,0,4056,0,0,54,0,1020,373,1068,0,15,153,0,235,0,0,0,0,133,0,798,207,1
1675,1847481,3,1,0,69,66.375,5,1,135.375,0,0,1,2,1,0,5,0,1307,0,0,14,0,396,0,213,0,17,31,0,135,0,0,0,0,101,0,375,25,1
1676,1868389,3,1,0,0,4.4,0,1,4.4,1,5,0,2,1,0,5,1,197,0,0,0,0,83,0,37,0,0,7,0,1,0,0,0,0,42,0,27,0,0
1677,1874363,3,1,0,53,66.4,7,0,119.4,1,1,1,3,1,0,5,0,977,0,0,6,0,144,4,186,0,20,24,0,131,0,0,0,0,135,0,310,17,1
1678,1887928,3,1,0,64,64.425,5,2,128.425,1,5,1,0,1,0,11,0,824,0,0,4,0,18,0,290,0,14,73,0,98,0,0,0,0,50,0,256,21,1
1679,1894634,3,1,0,69,18.2,1,2,87.2,1,3,1,0,1,1,27,1,683,0,0,15,0,159,0,143,0,5,33,0,18,0,0,0,0,43,0,250,17,1
1681,1903477,3,1,0,93,53.025,6,0,146.025,1,10,1,8,1,0,11,0,942,0,0,9,0,180,0,290,0,1,112,0,31,0,0,0,0,76,0,238,5,1
1682,1913872,3,1,0,0,60.6,6,0,60.6,0,8,0,8,2,1,5,0,2162,0,0,21,0,648,0,829,0,11,71,0,88,0,0,0,0,51,0,427,16,0
1683,1963677,3,1,0,53,71.925,7,0,124.925,1,5,2,0,0,0,5,1,648,0,0,5,0,173,0,190,0,3,26,0,74,0,0,0,0,23,0,130,24,1
1684,1982833,3,1,0,0,43.45,3,1,43.45,1,10,1,7,1,0,5,0,495,0,0,2,0,114,5,109,0,2,55,0,7,0,0,0,0,52,0,138,11,0
1686,2032057,3,1,0,73,67.475,5,1,140.475,1,8,0,7,0,0,5,0,798,0,0,4,0,216,0,213,0,6,49,0,103,0,0,0,0,35,0,155,17,1
1688,2034802,3,1,0,87,91.3,7,0,178.3,1,6,1,8,2,0,18,0,1688,0,0,31,0,181,0,471,0,0,316,0,138,0,0,0,0,161,0,353,37,1
1689,2039190,3,1,0,96,96.175,7,0,192.175,0,4,2,10,1,0,5,0,3713,0,0,42,0,722,2,1460,0,35,126,0,255,0,0,0,0,150,0,859,62,1
1696,2089582,3,1,0,71,86.725,7,0,157.725,0,7,1,1,1,0,5,0,2510,0,0,51,0,836,0,653,0,33,160,0,217,0,0,0,0,75,0,434,51,1
1697,2098405,3,1,0,76,85.225,7,0,161.225,1,8,1,8,2,0,5,0,2565,0,0,34,0,1299,0,700,0,11,89,0,142,0,0,0,0,92,0,176,22,1
1698,2112088,3,1,0,73,70.7,5,2,143.7,0,9,0,2,1,1,7,0,1805,0,0,23,0,412,0,367,0,8,193,0,142,0,0,0,0,115,0,512,33,1
1700,2157412,3,1,0,78,74.325,6,1,152.325,1,9,1,2,1,0,5,0,1052,0,0,9,0,269,0,304,0,3,54,0,48,0,0,0,0,77,0,282,6,1
1703,2198952,3,1,0,82,64.125,6,0,146.125,1,2,0,10,1,0,5,0,1213,0,0,20,0,312,0,241,0,8,58,0,136,0,0,0,0,54,0,356,28,1
1705,2202076,3,1,0,58,50.85,7,0,108.85,1,2,2,6,0,0,11,0,1565,0,0,19,0,530,0,505,0,64,22,0,104,0,0,0,0,51,0,236,34,1
1706,2204293,3,1,0,58,67.85,7,0,125.85,0,6,2,4,1,0,17,0,4213,0,0,25,0,1693,0,1019,0,14,322,0,198,0,0,0,0,120,0,801,21,1
1707,2215898,3,1,0,56,80.15,7,0,136.15,0,6,1,3,1,2,5,1,1866,0,0,42,0,723,0,405,0,17,67,0,108,0,0,0,0,95,0,384,25,1
1708,2232218,3,1,0,80,0,1,0,80,1,8,0,2,1,1,17,0,659,0,0,20,0,231,4,105,0,18,47,0,0,0,0,0,0,42,0,184,8,1
1709,2239650,3,1,0,96,90.475,7,0,186.475,0,0,1,8,1,0,20,0,8691,0,0,93,0,2617,5,3292,0,27,223,0,458,0,0,0,0,184,0,1707,85,1
1710,2252750,3,1,0,69,47.225,6,1,116.225,0,0,0,2,0,0,33,0,1055,0,0,2,0,331,12,248,0,16,29,0,47,0,0,0,0,66,0,284,20,1
1711,2282040,3,1,0,47,76.75,5,2,123.75,0,12,0,3,0,0,5,0,879,0,0,1,0,99,0,229,0,6,108,0,100,0,0,0,0,84,0,224,28,1
1712,2284294,3,1,0,91,88.35,7,0,179.35,0,1,1,9,0,0,5,0,3445,0,0,43,0,1510,3,658,0,34,133,0,223,0,0,0,0,98,0,632,111,1
1713,2289847,3,1,0,80,89.725,7,0,169.725,1,2,2,7,0,0,5,0,1614,0,0,0,0,466,0,293,0,4,161,0,419,0,0,0,0,66,0,169,36,1
1714,2292724,3,1,0,71,63.6,5,2,134.6,1,0,2,5,0,1,5,0,1345,0,0,12,0,315,7,278,0,16,272,0,104,0,0,0,0,51,0,247,43,1
1715,2296163,3,1,0,62,71.45,7,0,133.45,0,10,0,2,1,0,17,0,2164,0,0,72,0,576,141,745,0,10,82,0,152,0,0,0,0,46,0,329,11,1
1717,2327045,3,1,0,87,84.9,6,1,171.9,1,3,0,0,1,0,5,0,2251,0,0,25,0,425,4,507,0,1,45,0,71,0,0,0,0,206,0,886,81,1
1718,2327472,3,1,0,60,66.525,7,0,126.525,1,2,1,10,1,0,5,0,1321,0,0,7,0,351,0,242,0,23,122,0,80,0,0,0,0,68,0,401,27,1
1720,2337441,3,1,0,0,8.2,1,0,8.2,0,6,2,8,0,0,5,0,178,0,0,3,0,22,0,33,0,0,59,0,27,0,0,0,0,13,0,21,0,0
1721,2340230,3,1,0,60,61.75,7,0,121.75,0,6,1,0,0,0,17,0,1917,0,0,11,0,944,21,373,0,12,31,0,54,0,0,0,0,55,0,384,32,1
1722,2340786,3,1,0,91,89.775,5,2,180.775,1,3,0,8,1,0,5,0,1883,0,0,21,0,751,2,468,0,29,84,0,82,0,0,0,0,103,0,301,42,1
1723,2342399,3,1,0,76,76.025,6,1,152.025,1,9,2,4,1,1,5,0,448,0,0,0,0,2,0,104,0,5,44,0,0,0,0,0,0,27,0,223,43,1
1724,2355555,3,1,0,0,3.8,1,0,3.8,1,9,2,1,0,0,5,1,40,0,0,1,0,0,0,12,0,0,20,0,0,0,0,0,0,1,0,6,0,0
1725,2356801,3,1,0,76,81.125,7,0,157.125,1,0,1,6,1,0,5,0,1425,0,0,16,0,364,5,365,0,32,218,0,74,0,0,0,0,121,0,215,15,1
1726,2358707,3,1,0,56,59.95,6,0,115.95,0,9,0,8,0,0,17,0,1819,0,0,29,0,562,6,490,0,37,66,0,177,0,0,0,0,145,0,294,13,1
1727,2359191,3,1,0,44,67.1,7,0,111.1,1,12,2,1,1,0,5,0,2159,0,0,20,0,423,2,650,0,3,442,0,149,0,0,0,0,90,0,247,133,1
1728,2366024,3,1,0,0,52.25,4,0,52.25,1,5,0,1,0,0,11,0,1491,0,0,3,0,543,0,524,0,1,113,0,47,0,0,0,0,49,0,170,41,0
1729,2375123,3,1,0,53,60.85,6,0,113.85,1,5,1,6,0,1,5,0,504,0,0,2,0,152,0,87,0,1,51,0,94,0,0,0,0,22,0,93,2,1
1730,2375627,3,1,0,73,79.2,7,0,152.2,1,10,0,2,0,1,5,1,712,0,0,10,0,240,0,88,0,24,77,0,48,0,0,0,0,54,0,156,15,1
1731,2377769,3,1,0,71,63.925,7,0,134.925,0,5,0,9,0,0,5,0,1438,0,0,78,0,333,0,410,0,16,58,0,80,0,0,0,0,58,0,378,27,1
1732,2382048,3,1,0,96,76.275,5,1,172.275,0,1,1,5,1,0,11,0,1018,0,0,12,0,177,0,421,0,11,38,0,102,0,0,0,0,76,0,167,14,1
1733,2383036,3,1,0,91,88.95,7,0,179.95,0,12,0,9,0,0,17,0,1535,0,0,18,0,485,0,461,0,28,85,0,110,0,0,0,0,53,0,269,26,1
1734,2388030,3,1,0,0,40.5,4,0,40.5,1,6,0,4,0,3,5,0,236,0,0,3,0,3,0,63,0,0,47,0,23,0,0,0,0,26,0,64,7,0
1735,2404530,3,1,0,0,7.7,1,0,7.7,1,6,0,2,0,0,7,0,96,0,0,1,0,11,0,17,0,0,51,0,0,0,0,0,0,3,0,12,1,0
1736,2416024,3,1,0,42,58.475,7,0,100.475,1,0,2,6,1,0,5,0,1113,0,0,54,0,296,0,190,0,11,116,0,164,0,0,0,0,35,0,240,7,0
1737,2421961,3,1,0,49,48.95,6,1,97.95,1,12,0,2,0,0,11,0,577,0,0,4,0,19,0,90,0,0,145,0,0,0,0,0,0,68,0,249,2,0
1738,2430070,3,1,0,84,81.9,7,0,165.9,1,12,0,2,1,0,5,0,998,0,0,8,0,370,0,231,0,13,70,0,108,0,0,0,0,46,0,138,14,1
1739,2430405,3,1,0,73,47.725,5,0,120.725,0,1,2,5,0,0,5,1,875,0,0,40,0,104,0,171,0,21,37,0,53,0,0,0,0,48,0,377,24,1
1740,2434369,3,1,0,82,94.65,7,0,176.65,0,6,1,8,0,0,35,1,2624,0,0,32,0,1058,0,661,0,11,214,0,133,0,0,0,0,115,0,363,37,1
1741,2437065,3,1,0,76,72.75,4,2,148.75,1,6,0,9,1,1,5,1,1904,0,0,22,0,274,0,787,0,24,172,0,71,0,0,0,0,59,0,453,42,1
1742,2446109,3,1,0,82,82.175,5,2,164.175,1,0,2,1,0,0,11,0,3244,0,0,33,0,719,1,798,0,51,140,0,143,0,0,0,0,274,0,1064,21,1
1744,2457907,3,1,0,60,41.95,5,0,101.95,1,5,0,5,0,0,11,0,843,0,0,8,0,132,0,162,0,2,288,0,72,0,0,0,0,69,0,106,4,1
1745,2461936,3,1,0,49,43.775,3,2,92.775,1,1,0,5,0,0,5,0,932,0,0,1,0,145,0,212,0,3,164,0,52,0,0,0,0,57,0,271,27,1
1746,2462628,3,1,0,56,62.875,7,0,118.875,1,7,1,4,1,0,5,0,1044,0,0,1,0,319,0,291,0,22,85,0,86,0,0,0,0,47,0,178,15,1
1747,2472145,3,1,0,78,66.125,6,0,144.125,1,0,1,3,1,1,24,0,985,0,0,0,0,230,0,251,0,26,70,0,139,0,0,0,0,47,0,222,0,1
1748,2473456,3,1,0,49,67.15,7,0,116.15,0,3,2,6,1,0,5,0,1632,0,0,22,0,248,20,375,0,59,156,0,68,0,0,0,0,129,0,466,89,1
1749,2474436,3,1,0,0,6.2,1,0,6.2,0,5,0,1,0,0,17,0,72,0,0,1,0,5,8,17,0,0,18,0,4,0,0,0,0,3,0,15,1,0
1750,2477052,3,1,0,87,92.775,6,1,179.775,1,8,2,8,1,0,7,0,2860,0,0,28,0,380,802,659,0,8,51,0,208,0,0,0,0,69,0,608,47,1
1752,2485582,3,1,0,76,80,7,0,156,1,9,2,3,1,0,5,0,4342,0,0,76,0,734,116,1412,0,59,769,0,233,0,0,0,0,98,0,726,119,1
1753,2486769,3,1,0,0,45.825,2,2,45.825,1,3,1,0,1,0,11,0,763,0,0,2,0,13,0,160,0,7,185,0,66,0,0,0,0,44,0,267,19,0
1754,2494999,3,1,0,38,49.6,7,0,87.6,0,4,2,10,0,0,5,0,1021,0,0,26,0,258,0,337,0,13,36,0,112,0,0,0,0,43,0,174,22,0
1755,2505859,3,1,0,89,67.975,6,0,156.975,1,4,1,10,1,0,5,0,1610,0,0,23,0,412,2,347,0,13,207,0,55,0,0,0,0,106,0,402,43,1
1756,2520868,3,1,0,49,67.45,7,0,116.45,0,12,2,7,0,0,17,0,813,0,0,14,0,146,0,281,0,4,53,0,134,0,0,0,0,48,0,124,9,1
1757,2522932,3,1,0,24,42.825,5,1,66.825,0,6,1,1,0,0,11,0,3221,0,0,30,0,1125,9,914,0,60,154,0,86,0,0,0,0,87,0,724,32,0
1758,2540195,3,1,0,0,33.825,4,2,33.825,1,8,1,8,0,1,11,0,709,0,0,5,0,268,0,174,0,2,114,0,22,0,0,0,0,19,0,105,0,0
1763,2550054,3,1,0,51,43.75,5,1,94.75,0,5,1,4,1,0,5,0,1298,0,0,4,0,273,3,197,0,0,132,0,318,0,0,0,0,60,0,309,2,0
1764,2552672,3,1,0,73,78.775,7,0,151.775,0,6,1,4,1,1,5,1,4012,0,0,20,0,1643,53,806,0,36,118,0,276,0,0,0,0,205,0,783,72,1
1765,2554973,3,1,0,47,40.5,3,4,87.5,1,8,2,3,1,1,5,0,834,0,0,1,0,271,0,196,0,16,122,0,54,0,0,0,0,36,0,130,8,0
1766,2555596,3,1,0,71,73.925,4,2,144.925,1,8,0,2,0,0,11,0,1848,0,0,22,0,282,0,353,0,15,508,0,132,0,0,0,0,84,0,426,26,1
1767,2556345,3,1,0,0,29.325,2,1,29.325,0,5,2,0,1,1,5,0,801,0,0,10,0,194,0,188,0,7,81,0,36,0,0,0,0,66,0,201,18,0
1768,2560868,3,1,0,58,42.225,5,0,100.225,1,3,0,3,0,0,5,0,362,0,0,0,0,108,0,71,0,6,59,0,18,0,0,0,0,37,0,61,2,1
1769,2561282,3,1,0,0,5.5,1,0,5.5,0,11,2,0,0,0,5,1,505,0,0,7,0,126,3,85,0,2,87,0,23,0,0,0,0,31,0,120,21,0
1771,2569051,3,1,0,24,47.025,5,1,71.025,0,8,1,4,1,0,5,0,1582,0,0,4,0,514,28,310,0,14,100,0,158,0,0,0,0,100,0,294,60,0
1772,2569416,3,1,0,91,57.55,5,0,148.55,1,8,0,7,1,1,11,0,3236,0,0,22,0,951,91,1632,0,28,53,0,86,0,0,0,0,54,0,305,14,1
1773,2569653,3,1,0,0,6.7,1,0,6.7,1,5,1,8,1,0,11,0,134,0,0,3,0,22,0,31,0,0,22,0,9,0,0,0,0,5,0,41,1,0
1774,2570253,3,1,0,73,69.45,6,0,142.45,1,7,2,6,1,0,17,0,5599,0,0,24,0,1898,0,1566,0,55,157,0,439,0,0,0,0,137,0,552,771,1
1776,2581779,3,1,0,87,94.05,7,0,181.05,1,3,0,4,0,0,5,0,1479,0,0,3,0,228,0,257,0,8,496,0,77,0,0,0,0,60,0,317,33,1
1777,2581822,3,1,0,51,44.4,5,1,95.4,1,11,1,2,0,1,22,0,456,0,0,6,0,71,0,160,0,13,118,0,3,0,0,0,0,13,0,67,5,1
1778,2585270,3,1,0,53,42.375,1,4,95.375,1,5,0,0,0,2,5,0,1422,0,0,2,0,337,0,339,0,15,244,0,16,0,0,0,0,83,0,343,43,1
1779,2588379,3,1,0,0,2.6,0,1,2.6,1,0,2,6,1,0,5,1,105,0,0,0,0,0,0,24,0,3,53,0,0,0,0,0,0,12,0,13,0,0
1782,2602235,3,1,0,27,46.75,6,0,73.75,1,1,2,4,0,0,11,0,628,0,0,2,0,307,0,148,0,2,39,0,64,0,0,0,0,19,0,36,11,0
1784,2612561,3,1,0,76,83.775,7,0,159.775,1,4,0,6,0,0,5,0,2509,0,0,30,0,1372,0,387,0,31,69,0,126,0,0,0,0,41,0,406,47,1
1785,2613296,3,1,0,64,60.95,4,2,124.95,1,6,2,3,0,1,17,0,1742,0,0,5,0,395,0,458,0,3,435,0,65,0,0,0,0,74,0,275,32,1
1788,2624040,3,1,0,67,83.725,7,0,150.725,0,9,2,7,0,1,31,0,880,0,0,5,0,195,0,202,0,12,234,0,91,0,0,0,0,31,0,106,4,1
1789,2627449,3,1,0,73,62.925,7,0,135.925,1,1,2,2,0,0,17,0,1194,0,0,6,0,314,0,307,0,26,159,0,58,0,0,0,0,37,0,254,33,1
1791,2635163,3,1,0,67,47.425,3,4,114.425,1,6,2,3,1,0,7,0,841,0,0,20,0,300,0,208,0,6,49,0,73,0,0,0,0,23,0,159,3,1
1792,2636885,3,1,0,0,21.275,1,1,21.275,0,12,0,9,1,2,17,0,585,0,0,4,0,30,0,137,0,1,208,0,12,0,0,0,0,15,0,161,17,0
1793,2639310,3,1,0,76,78.675,6,1,154.675,1,0,0,5,0,0,11,0,2734,0,0,43,0,554,72,784,0,45,289,0,181,0,0,0,0,192,0,530,44,1
1794,2643555,3,1,0,73,74.075,7,0,147.075,1,6,0,6,0,0,5,0,1083,0,0,12,0,157,0,330,0,6,347,0,41,0,0,0,0,64,0,117,9,1
1795,2646291,3,1,0,64,69.875,4,3,133.875,0,9,0,1,0,1,5,0,1120,0,0,6,0,425,2,247,0,10,138,0,100,0,0,0,0,40,0,147,5,1
1797,2650741,3,1,0,64,72.275,7,0,136.275,1,8,2,6,0,0,5,0,1575,0,0,5,0,728,0,429,0,13,24,0,106,0,0,0,0,25,0,213,32,1
1798,2658898,3,1,0,60,82.3,6,1,142.3,0,9,2,4,0,0,17,0,841,0,0,23,0,282,23,209,0,4,39,0,87,0,0,0,0,36,0,129,9,1
1799,2662178,3,1,0,78,73,6,0,151,0,8,0,2,1,2,5,0,557,0,0,12,0,171,0,128,0,6,14,0,56,0,0,0,0,29,0,139,2,1
1800,2663010,3,1,0,64,52.625,5,1,116.625,1,0,2,4,1,2,5,0,987,0,0,5,0,341,0,331,0,9,133,0,28,0,0,0,0,48,0,88,4,1
1802,2671469,3,1,0,49,47.575,6,0,96.575,0,7,2,5,0,0,5,0,1958,0,0,25,0,955,0,534,0,27,61,0,196,0,0,0,0,34,0,119,7,1
1803,2677097,3,1,0,49,75.325,6,1,124.325,0,6,0,3,0,0,17,0,1970,0,0,34,0,253,0,371,0,44,379,0,55,0,0,0,0,78,0,707,49,1
1806,2686578,3,1,0,96,84.175,6,1,180.175,1,6,0,5,0,0,11,0,827,0,0,17,0,267,0,156,0,11,48,0,34,0,0,0,0,48,0,224,22,1
1808,2692186,3,1,0,58,57.35,4,2,115.35,0,5,2,1,0,1,5,1,678,0,0,3,0,163,0,136,0,1,175,0,20,0,0,0,0,29,0,128,23,1
1809,2695608,3,1,0,73,79.65,7,0,152.65,0,8,0,8,2,0,5,0,3141,0,0,85,0,1369,90,546,0,63,73,0,142,0,0,0,0,127,0,582,64,1
1810,11391,0,1,0,0,82.4,5,0,82.4,1,0,1,8,2,0,35,0,836,0,0,0,0,191,0,131,0,0,475,0,0,0,0,0,0,13,0,21,5,1
1811,28400,0,1,0,0,65.4,3,2,65.4,0,6,1,1,1,0,5,0,1220,10,0,0,0,344,0,278,0,0,476,0,0,0,0,0,0,7,0,64,41,1
1812,31604,0,1,0,0,76.3,5,0,76.3,0,7,0,4,1,0,5,0,1989,2,0,0,0,605,0,402,0,0,758,0,0,0,0,0,0,10,0,125,87,1
1813,32885,0,1,0,0,55,0,5,55,0,11,2,4,0,0,5,0,739,0,0,0,0,121,2,152,0,0,353,0,0,0,0,0,0,38,0,62,11,1
1814,38053,0,1,0,0,66.9,4,1,66.9,1,10,0,7,1,0,5,0,2168,7,0,0,0,753,4,457,0,0,822,0,0,0,0,0,0,5,0,76,44,1
1815,45462,0,1,0,0,67.8,3,2,67.8,1,6,1,2,0,0,5,0,1312,2,0,0,0,108,0,287,0,2,799,0,0,0,0,0,0,4,0,87,23,1
1816,45642,0,1,0,0,72.5,3,2,72.5,0,5,0,8,0,0,17,0,1407,4,0,0,0,417,0,288,0,1,507,0,0,0,0,0,0,14,0,120,56,1
1817,52130,0,1,0,0,71.2,4,1,71.2,0,0,0,6,0,0,11,0,1888,8,0,0,0,333,0,472,0,2,712,0,0,0,0,0,0,19,0,214,128,1
1818,53025,0,1,0,0,79,5,0,79,1,4,4,10,2,0,5,0,2982,3,0,0,0,1934,0,375,0,0,482,0,0,0,0,0,0,3,0,108,77,1
1819,57506,0,1,0,0,74,5,0,74,1,8,2,6,1,0,5,0,1180,5,0,0,0,27,8,322,0,0,635,0,0,0,0,0,0,14,0,118,51,1
1820,58873,0,1,0,0,73.7,4,1,73.7,0,0,0,1,0,0,5,0,1573,8,0,0,0,210,0,458,0,2,710,0,0,0,0,0,0,5,0,102,78,1
1821,59185,0,1,0,0,80.8,5,0,80.8,1,0,2,5,1,0,5,0,992,0,0,0,0,210,0,188,0,3,460,0,0,0,0,0,0,11,0,92,28,1
1822,62155,0,1,0,0,76.4,5,0,76.4,0,5,1,4,0,0,5,0,3137,12,0,0,0,1217,0,468,0,1,1367,0,0,0,0,0,0,19,0,53,0,1
1823,63400,0,1,0,0,71.2,5,0,71.2,1,6,2,3,1,0,5,0,2495,25,0,0,0,369,0,502,0,0,1278,0,0,0,0,0,0,6,0,192,123,1
1825,70464,0,1,0,0,53.5,5,0,53.5,0,11,0,5,1,0,5,0,958,0,0,0,0,86,0,236,0,2,572,0,0,0,0,0,0,4,0,36,22,1
1826,71361,0,1,0,0,79.7,5,0,79.7,1,2,1,10,1,0,5,0,2123,3,0,0,0,714,0,335,0,1,831,0,0,0,0,0,0,40,0,120,79,1
1827,74372,0,1,0,0,32.8,2,2,32.8,1,0,0,9,1,0,22,0,105,0,0,0,0,14,0,30,0,0,37,0,0,0,0,0,0,1,0,21,2,0
1828,75091,0,1,0,0,65.8,4,1,65.8,1,9,0,2,1,0,5,0,2534,11,0,0,0,691,0,507,0,0,1133,0,0,0,0,0,0,22,0,127,43,1
1829,77367,0,1,0,0,69.5,4,1,69.5,1,1,0,2,0,0,5,0,613,0,0,0,0,60,0,225,0,0,232,0,0,0,0,0,0,5,0,65,26,1
1830,91265,0,1,0,0,69,0,5,69,1,5,1,0,0,0,5,0,1418,8,0,0,0,3,0,406,0,0,849,0,0,0,0,0,0,6,0,110,36,1
1832,98094,0,1,0,0,60.6,5,0,60.6,1,10,2,6,1,0,5,0,2362,9,0,0,0,22,0,372,0,0,1843,0,0,0,0,0,0,8,0,101,7,1
1833,100893,0,1,0,0,68.7,3,2,68.7,1,12,0,1,0,0,5,0,717,4,0,0,0,250,0,154,0,1,218,0,0,0,0,0,0,5,0,63,22,1
1834,101781,0,1,0,0,71.6,5,0,71.6,1,8,2,7,1,0,5,0,3802,9,0,0,0,626,0,645,0,0,2102,0,0,0,0,0,0,14,0,245,161,1
1835,102806,0,1,0,0,76,5,0,76,1,5,0,2,0,0,5,0,1817,3,0,0,0,411,0,523,0,0,791,0,0,0,0,0,0,14,0,74,1,1
1836,102952,0,1,0,0,77.1,5,0,77.1,1,3,1,5,0,0,5,0,1119,5,0,0,0,214,0,165,0,0,589,0,0,0,0,0,0,22,0,99,25,1
1837,104476,0,1,0,0,78.9,3,2,78.9,1,2,4,10,1,0,5,0,4233,9,0,0,0,319,0,711,0,5,2790,0,0,0,0,0,0,37,0,237,125,1
1839,106577,0,1,0,0,54.2,4,1,54.2,1,1,2,1,0,0,5,0,584,0,0,0,0,81,0,147,0,0,312,0,0,0,0,0,0,7,0,37,0,1
1840,110175,0,1,0,0,63.7,4,1,63.7,1,0,1,7,1,0,5,0,960,0,0,0,0,30,0,200,0,0,486,0,0,0,0,0,0,47,0,144,53,1
1841,111717,0,1,0,0,48.9,3,0,48.9,0,0,1,8,1,0,5,0,2091,13,0,0,0,246,0,466,0,2,1164,0,0,0,0,0,0,13,0,133,54,1
1842,113295,0,1,0,0,77.3,2,3,77.3,1,12,2,5,1,0,5,0,3550,16,0,0,0,802,0,976,0,4,1383,0,0,0,0,0,0,32,0,221,116,1
1843,114017,0,1,0,0,72.3,5,0,72.3,0,4,4,10,1,0,5,0,729,0,0,0,0,5,0,171,0,0,334,0,0,0,0,0,0,36,0,144,39,1
1844,114999,0,1,0,0,70.8,3,2,70.8,1,12,1,5,1,0,5,0,1216,6,0,0,0,107,0,206,0,2,785,0,0,0,0,0,0,21,0,57,32,1
1845,116541,0,1,0,0,59.8,1,4,59.8,1,10,1,0,0,0,5,0,1886,3,0,0,0,72,0,420,0,0,1149,0,0,0,0,0,0,4,0,131,107,1
1846,116692,0,1,0,0,74.2,5,0,74.2,1,0,0,6,1,0,5,0,783,0,0,0,0,9,0,253,0,0,428,0,0,0,0,0,0,2,0,55,36,1
1847,118983,0,1,0,0,59,5,0,59,1,1,1,2,0,0,17,0,276,0,0,0,0,9,0,60,0,0,147,0,0,0,0,0,0,14,0,41,5,1
1848,123044,0,1,0,0,70.7,4,1,70.7,1,8,0,3,1,0,5,0,2038,3,0,0,0,390,0,484,0,2,856,0,0,0,0,0,0,9,0,199,95,1
1849,127582,0,1,0,0,69.4,2,3,69.4,0,1,0,3,0,0,27,0,1289,0,0,0,0,187,0,314,0,0,659,0,0,0,0,0,0,18,0,86,25,1
1851,132976,0,1,0,0,67.3,5,0,67.3,0,0,2,7,1,0,17,0,476,6,0,0,0,45,0,86,0,1,289,0,0,0,0,0,0,6,0,41,2,1
1852,134143,0,1,0,0,83.8,5,0,83.8,0,7,0,8,1,0,5,0,2558,24,0,0,0,18,0,469,0,4,1964,0,0,0,0,0,0,23,0,56,0,1
1854,137873,0,1,0,0,81.7,5,0,81.7,1,9,0,3,1,0,5,0,5287,5,0,0,0,2623,0,1004,0,0,1390,0,0,0,0,0,0,23,0,183,59,1
1855,141355,0,1,0,0,72,4,1,72,0,1,0,2,0,0,35,0,1775,7,0,0,0,876,0,251,0,0,506,0,0,0,0,0,0,18,0,87,30,1
1857,142326,0,1,0,0,75.3,4,1,75.3,0,4,0,4,1,0,5,0,1979,17,0,0,0,367,0,480,0,0,842,0,0,0,0,0,0,12,0,158,103,1
1858,144801,0,1,0,0,70.6,3,2,70.6,0,8,1,7,1,0,5,0,5490,2,0,0,0,2041,1,1026,0,2,1955,0,0,0,0,0,0,50,0,279,134,1
1859,145130,0,1,0,0,53.2,3,2,53.2,1,9,1,5,0,0,17,0,414,0,0,0,0,49,0,91,0,0,246,0,0,0,0,0,0,10,0,18,0,1
1860,146188,0,1,0,0,48.8,3,2,48.8,0,11,0,1,0,0,5,1,547,0,0,0,0,69,0,132,0,2,286,0,0,0,0,0,0,10,0,43,5,0
1861,147756,0,1,0,0,51.3,2,2,51.3,1,4,2,5,0,0,17,0,522,0,0,0,0,73,0,168,0,0,234,0,0,0,0,0,0,6,0,36,5,0
1864,151358,0,1,0,0,49.6,5,0,49.6,0,3,0,7,0,0,22,0,270,0,0,0,0,3,0,34,0,0,183,0,0,0,0,0,0,6,0,39,5,1
1865,155550,0,1,0,0,66,4,1,66,1,3,0,0,1,0,44,0,1436,0,0,0,0,95,0,316,0,0,776,0,0,0,0,0,0,30,0,150,69,1
1866,155854,0,1,0,0,79.4,5,0,79.4,0,1,0,1,1,0,5,0,3709,40,0,0,0,784,0,953,0,2,1845,0,0,0,0,0,0,21,0,60,4,1
1868,157568,0,1,0,0,68.6,2,3,68.6,0,9,0,8,0,0,5,0,1341,8,0,0,0,30,0,271,0,1,844,0,0,0,0,0,0,5,0,106,76,1
